item_id,statement_guid,property_id,wikidata_value,meta_wikidata_value,external_value,external_url,type
Q144942,Q144942$01ABE7CA-213D-464B-82DA-32F347E909F5,P571,1991,Q1985727,1993,https://musicbrainz.org/artist/c26c3822-451f-4545-b55a-bd09a3c815ae,statement
Q14557360,Q14557360$A43ED0C7-2549-4660-B6B6-497B0F63291F,P571,2012,Q1985727,2009,https://musicbrainz.org/artist/4dbe08c1-b40a-43b3-ab89-210000bd8ab2,statement
Q1456442,Q1456442$58DF8FCB-B7EE-45FD-B1D4-A0D1A1092C67,P571,1961,Q1985727,1962,https://musicbrainz.org/artist/0b6829ee-a4fe-42f7-b442-ae667527a34e,statement
Q1457831,Q1457831$FC9BEF08-BED3-474C-B14A-D621977FB3CF,P571,1997-01-01,Q1985727,1997-05-07,https://musicbrainz.org/artist/19659aa7-cd3a-4bfe-bca0-6943e9e5c6e0,statement
Q1460975,Q1460975$E7CA7E7C-0FBC-46AA-9010-249975A7581F,P571,1979,Q1985727,1980,https://musicbrainz.org/artist/0d32d0c9-69aa-407c-93e3-92b72e471d37,statement
Q1470712,Q1470712$65A134E7-6C27-4315-A2ED-E0D873C9E1E9,P571,1994,Q1985727,1993,https://musicbrainz.org/artist/03d46d6b-adf7-4cd7-9b30-7c29063b06b3,statement
Q1472034,Q1472034$8B10FD19-39CE-4380-A27F-3277F3FA1504,P571,2001,Q1985727,2000,https://musicbrainz.org/artist/29a2e85c-1b08-4fe9-91a5-662d6e70dfe7,statement
Q1472350,Q1472350$6D598F3B-3245-4687-9512-DFA8F2E3AC90,P571,1990,Q1985727,1988,https://musicbrainz.org/artist/ba5d56ac-b8c4-46ef-8c06-1c1f6a35584f,statement
Q1475709,Q1475709$839D7157-58AE-4A34-9B6D-651C9D6B7646,P571,1970,Q1985727,1971,https://musicbrainz.org/artist/10b7c7ce-8506-42e2-80b2-2afac3f547a0,statement
Q1477423,Q1477423$8AF49F3D-1CC9-4EDE-8DF4-3B7B856D2ECB,P571,1977,Q1985727,1976,https://musicbrainz.org/artist/a2f938aa-1aa3-474b-a070-762067274eab,statement
Q1479074,Q1479074$EB8B32C2-AD36-405A-BDCC-00DF7A53111C,P571,1976,Q1985727,1977,https://musicbrainz.org/artist/a57d7a1b-b7ef-4f36-bbf6-9f5a167cd08d,statement
Q14827272,Q14827272$22E0B806-274E-4F90-8AB5-28BBC92B2B57,P571,2013-01-01,Q1985727,2013-04-01,https://musicbrainz.org/artist/d173d6ae-cd52-4e15-aef4-23c857865300,statement
Q1493713,Q1493713$35074AC0-BB0F-4C53-B6FE-790C8080ECA5,P571,2007-01-01,Q1985727,2007-08-19,https://musicbrainz.org/artist/511c4699-2c7c-4c59-a38c-325f5874d563,statement
Q1500973,Q1500973$DD6BF885-02AC-47B0-A0ED-E0619E7A68C2,P571,1984,Q1985727,1983,https://musicbrainz.org/artist/9c29dfb5-9695-45ce-9ff1-ab028bb08127,statement
Q1501611,Q1501611$D23660CE-A345-440A-B2AB-99A62DE2AD82,P571,2007,Q1985727,2006,https://musicbrainz.org/artist/46d47bb2-2dc7-450b-a289-c6bab7a637c6,statement
