item_id,statement_guid,property_id,wikidata_value,meta_wikidata_value,external_value,external_url,type
Q1600628,Q1600628$db323029-4dba-98b4-0572-d8c60e8a04bb,P570,2014-07-16,Q1985727,2014-07-23,https://musicbrainz.org/artist/177bcee9-32d4-4cb7-b8b9-031eeff8bb00,statement
Q1603338,Q1603338$21461848-4e06-b0cd-7330-3241c2049c77,P570,2014-03-25,Q1985727,2014-04-25,https://musicbrainz.org/artist/026b36aa-1877-4a45-a429-1338b5b9cc55,statement
Q1603338,Q1603338$21461848-4e06-b0cd-7330-3241c2049c77,P570,2014-03-25,Q1985727,2014-04-25,https://musicbrainz.org/artist/026b36aa-1877-4a45-a429-1338b5b9cc55,statement
Q1609005,Q1609005$9806D7E9-3513-4681-9D66-58CFC3F97B3E,P570,2008-10-28,Q1985727,2008-10-26,https://musicbrainz.org/artist/01dd1a07-6926-4ea0-8d1c-3d6a3084bf74,statement
Q1609398,Q1609398$f4cc1e32-45cf-0f04-e4e5-d924eb0a12d3,P570,2015-06-00,Q1985727,2015-06-23,https://musicbrainz.org/artist/9aa3b1d4-62a8-43e0-be49-38751ef86086,statement
Q1655918,Q1655918$05730D8B-9DAC-45FD-8592-2D88C4B140F4,P570,2000-11-13,Q1985727,2000-11-18,https://musicbrainz.org/artist/91240b3a-856a-4db1-b1a6-a65b1186e87a,statement
Q1655918,Q1655918$05730D8B-9DAC-45FD-8592-2D88C4B140F4,P570,2000-11-13,Q1985727,2000-11-18,https://musicbrainz.org/artist/91240b3a-856a-4db1-b1a6-a65b1186e87a,statement
Q1655918,Q1655918$05730D8B-9DAC-45FD-8592-2D88C4B140F4,P570,2000-11-13,Q1985727,2000-11-18,https://musicbrainz.org/artist/91240b3a-856a-4db1-b1a6-a65b1186e87a,statement
Q1655918,Q1655918$05730D8B-9DAC-45FD-8592-2D88C4B140F4,P570,2000-11-13,Q1985727,2000-11-18,https://musicbrainz.org/artist/91240b3a-856a-4db1-b1a6-a65b1186e87a,statement
Q1689901,Q1689901$00A6A001-566B-4448-9078-31A343724ECD,P570,2002-01-01,Q1985727,2002-10-02,https://musicbrainz.org/artist/ace13c00-97cd-4089-a1d1-55cdb347d5d9,statement
Q1689901,Q1689901$00A6A001-566B-4448-9078-31A343724ECD,P570,2002-01-01,Q1985727,2002-10-02,https://musicbrainz.org/artist/ace13c00-97cd-4089-a1d1-55cdb347d5d9,statement
Q1691177,Q1691177$377b27e2-4345-2b20-562a-9179bb02b486,P570,2023,Q1985727,2021,https://musicbrainz.org/artist/6c8be0f0-d08a-44ed-a0fc-ff3e6e6d1394,statement
Q1695028,Q1695028$040c10e0-4cb0-b1db-48aa-87eead0b3ce8,P570,1900-00-00,Q1985727,1840-02-14,https://musicbrainz.org/artist/0dc1b55a-06a3-4f4f-a531-aad4762091d2,statement
Q1704705,Q1704705$D92835C8-7114-4398-9C44-905845C72E6A,P570,2003-09-24,Q1985727,2003-09-23,https://musicbrainz.org/artist/8aa80281-aa90-491a-8a65-4230e905ac7d,statement
Q1704705,Q1704705$D92835C8-7114-4398-9C44-905845C72E6A,P570,2003-09-24,Q1985727,2003-09-23,https://musicbrainz.org/artist/8aa80281-aa90-491a-8a65-4230e905ac7d,statement
Q1717213,Q1717213$688F0716-7939-4700-B3CB-5D03BE10A86D,P570,2007-08-07,Q1985727,2007-04-07,https://musicbrainz.org/artist/77f31ca5-2932-4b65-9ae8-44db9c823fbf,statement
Q1721329,Q1721329$57FB1E10-3B07-4DE1-93E5-33DD9BFDC151,P570,2013-05-28,Q1985727,2013-05-29,https://musicbrainz.org/artist/5e55bdcb-a56d-40f6-97da-93ecd9c42baf,statement
Q1721329,Q1721329$57FB1E10-3B07-4DE1-93E5-33DD9BFDC151,P570,2013-05-28,Q1985727,2013-05-29,https://musicbrainz.org/artist/5e55bdcb-a56d-40f6-97da-93ecd9c42baf,statement
Q1741969,Q1741969$D9765FDD-32F9-4031-8B8F-6DC82F9F61B7,P570,2021-02-19,Q1985727,2021-02-17,https://musicbrainz.org/artist/729f0f60-23ec-420c-a12c-649afa6eb0ca,statement
Q17505208,Q17505208$75E09A1F-628A-4342-B708-B2463EF37880,P570,1953-01-01,Q1985727,1953-05-13,https://musicbrainz.org/artist/3e9a5a33-46b2-4647-ab68-08a5f3ff3b25,statement
Q17505208,Q17505208$75E09A1F-628A-4342-B708-B2463EF37880,P570,1953-01-01,Q1985727,1953-05-13,https://musicbrainz.org/artist/3e9a5a33-46b2-4647-ab68-08a5f3ff3b25,statement
